Filename,Label,Contrast0,Contrast45,Contrast90,Contrast135,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Dissimilarity0,Dissimilarity45,Dissimilarity90,Dissimilarity135,Entropy0,Entropy45,Entropy90,Entropy135,ASM0,ASM45,ASM90,ASM135,Energy0,Energy45,Energy90,Energy135,Correlation0,Correlation45,Correlation90,Correlation135
jahe_1.jpg,jahe,46.554921766686476,89.78256410256411,54.93106010469877,93.77396815950007,0.39263079321880057,0.27146541651524436,0.3294878136094224,0.2706991235773851,3.5892176668647253,5.2942954917423,4.096176632599279,5.378618261171454,8.132733414701061,8.540740598323099,8.28610337315073,8.552366010989001,0.0005593744033761277,0.0003431713408458257,0.0004546284012415563,0.00034093914195596126,0.02365109729750668,0.0185248843679475,0.021322016819277586,0.018464537415163188,0.9941915890441255,0.9887895611329968,0.9931384624326035,0.988291191226766
jahe_10.JPG,jahe,84.62290270681213,151.80995837335897,128.27953384418902,171.0131639805031,0.563950671314009,0.5200184200967296,0.5330811437340802,0.5157701915402387,3.957426495288273,5.564147721208241,5.003955583936427,5.7770306329384145,5.260232586043582,5.4842796869947,5.4073562597905385,5.4920329541282085,0.18342541345417715,0.1746046758398393,0.17834851282794642,0.1739428754063579,0.4282819322060845,0.4178572433736662,0.422313287534203,0.41706459380575317,0.9711432323227593,0.9483585747676987,0.9563096148837877,0.9418261703302186
jahe_100.jpg,jahe,18.938777325546077,37.92317890870364,19.992784109410614,36.84091546311088,0.6427010903862401,0.5328999329827893,0.6051641418560859,0.5355357560475873,1.6190456561168436,2.721070648453037,1.8809508303484208,2.660222345385192,5.955943238104972,6.369817714033397,6.084599264903433,6.355559677422855,0.05887123388305346,0.056004853420922526,0.05872624568403659,0.05606447262812116,0.2426339503924656,0.23665344582516123,0.24233498650429447,0.23677937542810007,0.9960956238137936,0.9921798760122794,0.9958779093445153,0.9924030491368823
jahe_101.jpg,jahe,114.99119442669858,255.35388624316874,144.37989064398542,258.42692763764654,0.500680858843707,0.36809657415940106,0.41938240574067287,0.3626604335449169,2.979186724493193,5.0376918459894355,3.6665204086224743,5.103901164054292,7.811286786814277,8.287072118936402,8.052226686217054,8.310193705017205,0.001551876079559625,0.00122688515990063,0.0013343740164568916,0.0012147578457005035,0.039393858398989366,0.0350269205026738,0.03652908452804274,0.03485337638881639,0.9880787182119364,0.9734793684942656,0.9850128001749711,0.9731602241894286
jahe_102.jpg,jahe,37.52003374735413,219.57967335576382,190.36554206027893,224.3862553072178,0.5134819451635151,0.4422827384392914,0.49063837053866066,0.43480911967405084,2.8680708095371217,4.538146879756469,3.5827260458839403,4.710225907233838,6.585721144845651,6.871648450737362,6.650683159628151,6.899558807617321,0.03172965032371299,0.02657163724390317,0.03001368218329563,0.02658238979595684,0.17812818509071773,0.163008089504488,0.17324457331557497,0.16304106782021774,0.9932795628677202,0.9600445541131297,0.9653620141025656,0.959169945976951
jahe_103.jpg,jahe,37.51866370585214,91.49201758138584,60.33645813645815,80.54988396436778,0.677162035467614,0.6072472114081481,0.6423396501298024,0.614865215255247,2.315621317864588,3.8230201065332037,2.9768814968814974,3.648917442445948,4.869274563445007,5.1617210146860195,5.018299552280774,5.140121117645735,0.21238188265224367,0.20803627770251532,0.21009555964577703,0.20808786512343555,0.4608490888048317,0.4561099403680162,0.45836182175850665,0.4561664883827346,0.9921185063221901,0.9808019151786406,0.9873303763765517,0.983097940721189
jahe_104.jpg,jahe,13.225572772040504,29.712728603087427,19.167115869017632,29.080394275934275,0.6982178973176287,0.6328673466036585,0.6564535344828059,0.6289889721970835,1.4627016551874563,2.2751353010685316,1.865151133501259,2.3484943419553153,4.548607087221461,4.78983902715664,4.683300324096651,4.8153999749028955,0.24250112284601572,0.2382202638406653,0.2412324781755976,0.23804091493442125,0.4924440301658816,0.4880781329261385,0.49115423053822677,0.487894368623395,0.997102070319358,0.9934969671315472,0.9958018653924541,0.9936353571207379
jahe_105.JPG,jahe,47.18245265778114,97.92213211931521,62.83802900196343,97.47387015696874,0.5018778558744201,0.4205126721659086,0.4493461568788937,0.4211856026931547,3.299382424299713,5.085550339071466,4.144079357194111,5.082633850239484,6.5611144320616,6.904703448372053,6.751604984505965,6.899154177443799,0.058466999909482086,0.056472149146859246,0.058390453610554977,0.05649333867013615,0.24179950353439952,0.2376386945488029,0.241641167044349,0.2376832738543799,0.99080563316235,0.9809101939142233,0.9877535874637136,0.9809975662205422
jahe_106.JPG,jahe,94.81831707317073,154.2927624872579,88.00710033183682,175.33835677879716,0.39960689231025337,0.33691069704355103,0.3738258005661202,0.33257518422744864,5.190219512195122,6.933414882772681,5.272228186609409,7.286426095820591,7.954213585495126,8.21062372276078,7.972481436475588,8.246726907110823,0.005277464769647695,0.0049088606042846684,0.005408090208800693,0.004869634043773594,0.07264616142404012,0.0700632614448162,0.07353971857983067,0.06978276322827576,0.9904318728897168,0.9844068180967132,0.9911192377449769,0.9822800208292644
jahe_107.JPG,jahe,190.8127998464786,357.2048811195584,235.11113787455437,396.20425161009155,0.12066247333022939,0.08255488727043028,0.10271791916245662,0.0778702969582716,9.837843024371523,13.566316401142801,11.0730802582137,14.605684954723742,8.97378082847796,9.209059042130006,9.065282902513442,9.26937213812003,0.00016669760994863435,0.00012774941242902818,0.0001481174406275406,0.00011941224526111655,0.012911142859895646,0.01130262856281795,0.01217035088350129,0.010927591009052112,0.9648546793667014,0.9339873158809915,0.956582116189309,0.9267814009461742
